stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3983,P0014364,Estrada das Plantas (fronte Cidade Deportiva),Parada,42.1757571858695,-8.67107437057626,,,,,Europe/Madrid,1
3242,P004520,Estrada das Plantas (Cidade Deportiva),Parada,42.1758843845501,-8.67078902258348,,,,,Europe/Madrid,1
3984,P0014365,Estrada das Plantas (Viveiros),Parada,42.1816501974626,-8.66751572262874,,,,,Europe/Madrid,1
4041,P0014422,Estrada das Plantas (Campo de Béisbol),Parada,42.1869531495361,-8.66951406607046,,,,,Europe/Madrid,1
3243,P004530,Estrada das Plantas (fronte cruce Camiño do Pouso),Parada,42.1996810154872,-8.6688602893442,,,,,Europe/Madrid,1
4029,P0014410,Estrada das Plantas (cruce Avda. do Rebullón),Parada,42.204639457332,-8.67032954549017,,,,,Europe/Madrid,1
2894,P001110,Praza Ribeira do Berbés ,Parada,42.237821272535,-8.72966637862717,,,,,Europe/Madrid,1
3316,P005260,Rúa das Figueiras  22,Parada,42.2228382181956,-8.66779511766373,,,,,Europe/Madrid,1
3308,P005180,Rúa das Figueiras  96,Parada,42.2245622884807,-8.66579418973862,,,,,Europe/Madrid,1
3309,P005190,Rúa das Figueiras  124,Parada,42.2260519420194,-8.6636296470636,,,,,Europe/Madrid,1
3310,P005200,Rúa das Figueiras  138,Parada,42.2275336160967,-8.66156166391312,,,,,Europe/Madrid,1
3312,P005220,Rúa das Figueiras  190,Parada,42.2289842166511,-8.65843832648221,,,,,Europe/Madrid,1
5506,PA20191,Rúa das Figueiras  200,Parada,42.2296762052003,-8.65738339217427,,,,,Europe/Madrid,1
3313,P005230,Rúa das Figueiras  254,Parada,42.2302618937963,-8.65368301221966,,,,,Europe/Madrid,1
4161,P0020089,Porriño - Padre Seixas ©,Parada,42.2130445661907,-8.75139683497565,,,,,Europe/Madrid,1
3796,P0014175,Rúa do Padre Seixas  32,Parada,42.2117928637606,-8.74961783239664,,,,,Europe/Madrid,1
3432,P006370,Rúa de Pablo Iglesias (Río),Parada,42.2101309655943,-8.74487242807373,,,,,Europe/Madrid,1
3431,P006360,Rúa de Pablo Iglesias (Colexio),Parada,42.2114262658843,-8.74316654314026,,,,,Europe/Madrid,1
3296,P005060,Estadio de Balaídos (Avda. do Fragoso),Parada,42.2126762465717,-8.73958554519445,,,,,Europe/Madrid,1
